date,customer_request,agent_reply,topic,topic_probability,theme
2023-06-12,Die Maschine ist innerhalb der Garantiezeit defekt. Was muss ich tun?,"Guten Tag, vielen Dank für Ihre Anfrage. Bitte melden Sie den Defekt umgehend über unser Online-Formular auf der Webseite oder kontaktieren Sie unseren Kundenservice. Wir benötigen die Seriennummer der Maschine, eine genaue Beschreibung des Defekts und gegebenenfalls Fotos oder Videos zur Dokumentation. Wir prüfen dann die Garantiebedingungen und informieren Sie über die nächsten Schritte.",14,1.0,Garantie & Reklamation
2023-06-29,Ich möchte eine Reklamation für die DM-500 einreichen. Die Lieferung war beschädigt.,"Guten Tag, vielen Dank für Ihre Anfrage. Bitte dokumentieren Sie den Schaden mit Fotos und reichen Sie diese zusammen mit Ihrer Bestellnummer und einer kurzen Beschreibung des Schadens über unser Online-Formular ein. Wir prüfen die Reklamation und informieren Sie über die weiteren Schritte.",3,0.37330008096061706,Garantie & Reklamation
2023-07-08,Bietet ENDI Schulungen für die CNCF-500 an? Ich bin neu in der Bedienung.,"Guten Tag, vielen Dank für Ihre Anfrage. Ja, wir bieten sowohl Vor-Ort-Schulungen als auch Online-Trainings für die CNCF-500 an. Informationen zu den Schulungsinhalten, Terminen und Preisen finden Sie auf unserer Webseite im Bereich 'Schulungen'.",0,0.7848025465522638,Schulung & Inbetriebnahme
2023-07-22,Wir brauchen eine Inbetriebnahme für die SCS-100. Können Sie jemanden schicken?,"Guten Tag, vielen Dank für Ihre Anfrage. Ja, wir bieten Inbetriebnahmen für die SCS-100 an. Bitte teilen Sie uns Ihren Standort und den gewünschten Termin mit, damit wir einen Techniker disponieren können. Die Kosten für die Inbetriebnahme sind abhängig von Ihrem Standort.",0,0.409678275253945,Schulung & Inbetriebnahme
2023-08-15,Lieferstatus bitte. Bestellnummer 20230801-789,"Guten Tag, vielen Dank für Ihre Anfrage. Wir prüfen umgehend den Lieferstatus Ihrer Bestellung mit der Nummer 20230801-789 und informieren Sie schnellstmöglich.",6,1.0,Lieferung & Bestellung
2023-09-03,Ich brauche ein Angebot für Ersatzteile für die FSL-300.,"Guten Tag, vielen Dank für Ihre Anfrage. Bitte teilen Sie uns die Artikelnummern der benötigten Ersatzteile oder eine detaillierte Beschreibung der Teile mit, damit wir Ihnen ein Angebot erstellen können.",2,0.11762234542711739,Lieferung & Bestellung
2023-10-11,Maschine zeigt Fehler: 'Sensor defekt'. Was tun?,"Guten Tag, vielen Dank für Ihre Anfrage. Bitte notieren Sie sich die genaue Fehlermeldung und die Seriennummer Ihrer Maschine. Informationen zur Fehlerbehebung finden Sie im Handbuch im Downloadbereich unserer Webseite. Kontaktieren Sie uns erneut, wenn das Problem weiterhin besteht.",8,1.0,Ersatzteile & Technik
2023-11-01,Software update fehlgeschlagen. Hilfe!,"Guten Tag, vielen Dank für Ihre Anfrage. Bitte stellen Sie sicher, dass Ihre Internetverbindung stabil ist und genügend Speicherplatz auf Ihrer Festplatte vorhanden ist. Starten Sie die Software neu und versuchen Sie das Update erneut. Sollte das Problem weiterhin bestehen, teilen Sie uns bitte die Softwareversion und die Fehlermeldung mit.",1,1.0,Software & IT
2023-11-20,Wartungsintervalle für DM-500?,"Guten Tag, vielen Dank für Ihre Anfrage. Die Wartungsintervalle für die DM-500 sind im Handbuch im Downloadbereich unserer Webseite detailliert beschrieben. In der Regel empfehlen wir eine Wartung alle 12 Monate oder 1000 Betriebsstunden.",13,1.0,Wartung & Service
2023-12-05,Software Lizenz funktioniert nicht mehr. Best.Nr. 20231201-101. + lieferstatus der bestellung?,"Guten Tag, vielen Dank für Ihre Anfrage. Wir prüfen die Gültigkeit Ihrer Softwarelizenz (Bestellnummer 20231201-101). Bezüglich des Lieferstatus Ihrer Bestellung erhalten Sie separate Informationen. Bitte teilen Sie uns die Seriennummer der Maschine mit, auf der die Lizenz aktiviert werden soll.",1,1.0,Software & IT
2023-01-15,"Hallo, ich habe am 02.01.2023 eine DM-500 bestellt, aber bis heute keine Versandbestätigung erhalten. Bestellnummer ist 2023-00123.","Sehr geehrte Damen und Herren,

vielen Dank für Ihre Anfrage. Wir überprüfen umgehend den Status Ihrer Bestellung 2023-00123. Bitte erlauben Sie uns 1-2 Werktage für die Recherche. Sie erhalten dann eine Rückmeldung per E-Mail. Bitte prüfen Sie auch Ihren Spam-Ordner.",10,1.0,Lieferung & Bestellung
2023-01-22,Ich benötige dringend Ersatzteile für meine FSL-300. Welche Teile sind auf Lager und wie lange dauert die Lieferung?,"Sehr geehrte Damen und Herren,

für die FSL-300 führen wir ein umfangreiches Ersatzteilsortiment. Um Ihnen ein konkretes Angebot erstellen zu können, benötigen wir die Seriennummer Ihrer Maschine und die genaue Bezeichnung der benötigten Teile (ggf. Artikelnummer). Die Lieferzeit variiert je nach Verfügbarkeit.",2,1.0,Lieferung & Bestellung
2023-02-03,Meine CNCF-500 zeigt eine Warnung 'Übertemperatur Spindel'. Was kann ich tun?,"Sehr geehrte Damen und Herren,

die Warnmeldung 'Übertemperatur Spindel' deutet auf eine mögliche Überlastung oder Kühlmittelproblematik hin. Bitte prüfen Sie zunächst den Kühlmittelstand und die Belüftung der Spindel. Im Handbuch im Downloadbereich finden Sie detaillierte Anweisungen zur Fehlerbehebung.",5,1.0,Sonstiges
2023-02-18,"Die Software stürzt ständig ab, wenn ich eine DXF-Datei importiere. Version ist 3.2.","Sehr geehrte Damen und Herren,

dank Ihnen für die Information. Ein Absturz beim DXF-Import in Version 3.2 kann verschiedene Ursachen haben. Bitte stellen Sie sicher, dass die DXF-Datei den geforderten Spezifikationen entspricht (siehe Handbuch). Ein Update auf die neueste Version (3.3) behebt häufig solche Probleme.",7,1.0,Software & IT
2023-03-08,Wann ist die nächste Wartung für die SNU-200 fällig? Und welche Spezialwerkzeuge benötige ich?,"Sehr geehrte Damen und Herren,

die Wartungsintervalle für die SNU-200 sind im Wartungsplan im Handbuch dokumentiert. Abhängig vom Einsatz der Maschine empfehlen wir eine Wartung alle 6 Monate oder 1000 Betriebsstunden. Die benötigten Spezialwerkzeuge sind ebenfalls im Wartungsplan aufgeführt.",12,0.5139598647872766,Wartung & Service
2023-03-22,Ich habe die DM-500 vor 3 Monaten gekauft und sie ist defekt. Was kann ich tun?,"Sehr geehrte Damen und Herren,

bitte senden Sie uns die Seriennummer der DM-500 und eine detaillierte Fehlerbeschreibung. Wir prüfen, ob Ihr Fall unter die Garantiebestimmungen fällt und leiten gegebenenfalls ein Reklamationsverfahren ein.",-1,0.0,Lieferung & Bestellung
2023-04-01,Wir benötigen eine Schulung für unsere Mitarbeiter zur Inbetriebnahme der SCS-100.,"Sehr geehrte Damen und Herren,

wir bieten regelmäßige Schulungen für die Inbetriebnahme und Bedienung der SCS-100 an. Die aktuellen Termine finden Sie auf unserer Webseite im Schulungsbereich. Gerne können Sie auch eine individuelle Schulung vor Ort vereinbaren.",0,0.83499454595888,Schulung & Inbetriebnahme
2023-04-15,Lieferstatus Bestellung 2023-00456.  Wo ist meine Maschine?,"Sehr geehrte Damen und Herren,

wir prüfen umgehend den aktuellen Status Ihrer Bestellung 2023-00456 und informieren Sie innerhalb von 24 Stunden per E-Mail.",6,1.0,Lieferung & Bestellung
2023-05-05,"Ich brauche ein neues Hydraulikventil für die HP-150, Artikelnummer 1234567.  Wie lange dauert die Lieferung?","Sehr geehrte Damen und Herren,

wir prüfen die Verfügbarkeit des Hydraulikventils (Artikelnummer 1234567) für die HP-150. Die Lieferzeit wird Ihnen nach Prüfung mitgeteilt.",4,1.0,Ersatzteile & Technik
2023-05-20,Die Maschine (DM-500) zeigt einen Fehler: 'Druck zu niedrig'. Was bedeutet das?,"Sehr geehrte Damen und Herren,

der Fehler 'Druck zu niedrig' bei der DM-500 kann verschiedene Ursachen haben. Bitte überprüfen Sie zuerst den Ölstand und die Funktion der Pumpe. Im Handbuch finden Sie eine detaillierte Fehleranalyse.",4,0.06978992814723,Ersatzteile & Technik
2023-06-10,Software funktioniert nicht mehr nach dem Update.  DXF Import geht gar nicht mehr!,"Sehr geehrte Damen und Herren,

Es tut uns leid zu hören, dass Sie nach dem Update Probleme mit dem DXF-Import haben. Bitte geben Sie uns die genaue Softwareversion an, die Sie installiert haben. Wir werden versuchen, eine Lösung zu finden.",7,0.2899679271887114,Software & IT
2023-06-25,Wartungsplan SNU-200. Was muss wann gemacht werden?,"Sehr geehrte Damen und Herren,

der Wartungsplan für die SNU-200 ist im Handbuch (Kapitel 5) detailliert beschrieben. Wir empfehlen, die Wartung gemäß den darin angegebenen Intervallen durchzuführen.",13,1.0,Wartung & Service
2023-07-02,Die Spindel der FSL-300 ist defekt. Garantie?,"Sehr geehrte Damen und Herren,

Bitte teilen Sie uns die Seriennummer der FSL-300 und das Kaufdatum mit, damit wir prüfen können, ob die Spindel noch unter die Garantie fällt.",3,1.0,Garantie & Reklamation
2023-07-18,Brauche Hilfe bei der Inbetriebnahme der CNCF-500.,"Sehr geehrte Damen und Herren,

wir bieten Ihnen gerne Unterstützung bei der Inbetriebnahme der CNCF-500 an. Bitte vereinbaren Sie einen Termin für eine Remote-Unterstützung oder eine Vor-Ort-Schulung.",0,0.3206019281410426,Schulung & Inbetriebnahme
2023-08-08,Bestellung 2023-00789 - wo bleibt die Lieferung??,"Sehr geehrte Damen und Herren,

wir prüfen den Status Ihrer Bestellung 2023-00789 und informieren Sie umgehend über den aktuellen Lieferstand.",6,0.3048929105113433,Lieferung & Bestellung
2023-08-22,Benötige ein neues Sensor Kabel für SCS-100. Artikel Nr. 8765432.,"Sehr geehrte Damen und Herren,

wir prüfen die Verfügbarkeit des Sensor Kabels (Artikelnummer 8765432) für die SCS-100 und teilen Ihnen die Lieferzeit mit.",8,1.0,Ersatzteile & Technik
2023-09-05,Fehlermeldung: 'Hydraulikdruck zu hoch' an der HP-150. Was tun?,"Sehr geehrte Damen und Herren,

die Fehlermeldung 'Hydraulikdruck zu hoch' an der HP-150 kann durch einen defekten Druckregler verursacht werden. Bitte prüfen Sie den Druckregler und die Hydraulikflüssigkeit. Im Handbuch finden Sie detaillierte Anweisungen.",4,0.14921655625698432,Ersatzteile & Technik
2023-09-20,Software Lizenz. Ich kann mich nicht anmelden.,"Sehr geehrte Damen und Herren,

Bitte überprüfen Sie Ihre Zugangsdaten (Benutzername und Passwort). Sollten Sie Ihr Passwort vergessen haben, können Sie es über die 'Passwort vergessen' Funktion zurücksetzen.",1,0.7780087686863448,Software & IT
2023-10-12,Wartungsintervalle für DM-500 und benötigtes Werkzeug?,"Sehr geehrte Damen und Herren,

die Wartungsintervalle und das benötigte Werkzeug für die DM-500 sind im Wartungsplan im Handbuch dokumentiert. Es wird empfohlen, die Wartung alle 6 Monate oder nach 500 Betriebsstunden durchzuführen.",13,1.0,Wartung & Service
2023-10-28,"Bestellung 2023-01010 ist angekommen, aber beschädigt. Was jetzt?","Sehr geehrte Damen und Herren,

Es tut uns leid, dass Ihre Bestellung beschädigt angekommen ist. Bitte senden Sie uns Fotos der Beschädigung und der Verpackung zu. Wir werden dann umgehend eine Lösung finden.",3,0.24260143086938923,Garantie & Reklamation
2023-01-15,"Hallo, ich habe am 02.01.2023 eine Maschine bestellt (Bestellnummer 2023-0012). Bisher keine Versandbestätigung erhalten.","Sehr geehrte Damen und Herren, vielen Dank für Ihre Anfrage. Wir prüfen umgehend den Status Ihrer Bestellung 2023-0012. Bitte geben Sie uns einen Moment. Sie erhalten innerhalb von 24 Stunden eine Rückmeldung mit den Versandinformationen. Sollten Sie dringenden Bedarf haben, können Sie uns auch telefonisch kontaktieren.",10,1.0,Lieferung & Bestellung
2023-01-22,DM-500 zeigt Übertemperatur. Was tun?,"Sehr geehrte Damen und Herren, bei einer Übertemperaturwarnung an Ihrer DM-500 empfehlen wir, zuerst die Kühlsysteme zu überprüfen. Stellen Sie sicher, dass die Lüfter frei sind und Kühlmittel ausreichend vorhanden ist. Weitere Informationen finden Sie im Handbuch im Downloadbereich unserer Website.",5,1.0,Sonstiges
2023-02-05,Wo finde ich Ersatzteile für SCS-100? Benötige Artikelnummer 4711.,"Sehr geehrte Damen und Herren, Ersatzteile für die SCS-100 können Sie über unseren Online-Shop bestellen oder über unser Vertriebsteam anfordern. Bitte teilen Sie uns die genaue Bezeichnung des benötigten Ersatzteils (Artikelnummer 4711) sowie die Seriennummer Ihrer Maschine mit, damit wir die Verfügbarkeit prüfen können.",12,1.0,Wartung & Service
2023-02-18,CNCF-500 stürzt ständig ab beim DXF-Import. Softwareversion 3.2.,"Sehr geehrte Damen und Herren, der Absturz beim DXF-Import der CNCF-500 mit Softwareversion 3.2 ist uns bekannt. Bitte versuchen Sie, die DXF-Datei in einem älteren Dateiformat zu speichern und erneut zu importieren. Falls das Problem weiterhin besteht, wenden Sie sich an unseren technischen Support mit der DXF-Datei zur Analyse.",7,1.0,Software & IT
2023-03-01,Wann ist die nächste Wartung für die FSL-300 fällig?,"Sehr geehrte Damen und Herren, die Wartungsintervalle für die FSL-300 sind abhängig von der Betriebsstundenzahl und dem Einsatzbereich. Bitte prüfen Sie das Wartungsbuch Ihrer Maschine oder kontaktieren Sie uns mit der Seriennummer, damit wir das passende Wartungsintervall für Sie ermitteln können.",9,1.0,Wartung & Service
2023-03-10,Lieferung verspätet! Bestellnr. 2023-0045. Wo bleibt meine Maschine?,"Sehr geehrte Damen und Herren, wir entschuldigen uns für die Verzögerung Ihrer Bestellung 2023-0045. Wir prüfen den aktuellen Lieferstatus und informieren Sie umgehend über den voraussichtlichen Liefertermin.",6,1.0,Lieferung & Bestellung
2023-04-08,"Spindel macht komische Geräusche, SNU-200.","Sehr geehrte Damen und Herren, ungewöhnliche Geräusche an der Spindel der SNU-200 können verschiedene Ursachen haben. Bitte teilen Sie uns die genaue Art des Geräuschs mit (z.B. Schleifen, Klopfen) und ob das Geräusch während des Betriebs auftritt. Die Seriennummer der Maschine wäre auch hilfreich.",-1,0.0,Lieferung & Bestellung
2023-04-22,Garantie HP-150. Maschine defekt.,"Sehr geehrte Damen und Herren, um Ihre Garantieansprüche für die HP-150 prüfen zu können, benötigen wir die Seriennummer der Maschine sowie eine detaillierte Beschreibung des Defekts. Bitte senden Sie uns auch eine Kopie des Kaufbelegs.",3,0.10122091023168386,Garantie & Reklamation
2023-05-12,Ich brauche eine Schulung für die DM-500!,"Sehr geehrte Damen und Herren, wir bieten regelmäßig Schulungen für die DM-500 an. Informationen zu den aktuellen Terminen und Inhalten finden Sie auf unserer Website im Bereich Schulungen. Sie können sich dort auch direkt anmelden.",0,1.0,Schulung & Inbetriebnahme
2023-05-28,"Hat jemand ne Ahnung, wo ich Ersatzteile für die SCS-100 bekomme?","Sehr geehrte Damen und Herren, Ersatzteile für die SCS-100 können Sie direkt über unseren Online-Shop oder über unseren Vertrieb bestellen. Bitte geben Sie die genaue Artikelnummer des Ersatzteils an.",12,1.0,Wartung & Service
2023-06-03,Hydraulikdruck zu niedrig bei FSL-300. Fehler P1234,"Sehr geehrte Damen und Herren, der Fehlercode P1234 bei der FSL-300 deutet auf ein Problem mit dem Hydraulikdruck hin. Bitte überprüfen Sie den Ölstand und die Funktion der Hydraulikpumpe. Weitere Informationen finden Sie im technischen Handbuch.",4,0.15004697095437516,Ersatzteile & Technik
2023-06-19,Software stürzt immer ab! CNCF-500,"Sehr geehrte Damen und Herren, um das Problem mit dem Software-Absturz der CNCF-500 besser eingrenzen zu können, benötigen wir bitte die genaue Softwareversion, die auf Ihrer Maschine installiert ist.  Bitte nennen Sie uns auch, welche Aktionen Sie durchführen, bevor der Absturz auftritt.",1,1.0,Software & IT
2023-07-07,Wie oft muss die SNU-200 gewartet werden?,"Sehr geehrte Damen und Herren, die SNU-200 hat je nach Auslastung unterschiedliche Wartungsintervalle. Im Handbuch finden Sie eine Tabelle, die die empfohlenen Intervalle für verschiedene Betriebsstunden aufzeigt.  Bitte prüfen Sie auch, ob Sonderbedingungen für Ihre Anwendung gelten.",13,1.0,Wartung & Service
2023-07-25,Bestellung 2023-0067 - wo ist die?,"Sehr geehrte Damen und Herren, wir haben Ihre Anfrage bezüglich der Bestellung 2023-0067 erhalten. Wir prüfen den aktuellen Status und informieren Sie innerhalb von 24 Stunden über den voraussichtlichen Liefertermin.",6,0.4679892451728565,Lieferung & Bestellung
2023-08-11,Fehler an der DM-500: Sensor defekt.,"Sehr geehrte Damen und Herren, bei einem defekten Sensor an Ihrer DM-500 empfehlen wir, diesen schnellstmöglich auszutauschen. Bitte teilen Sie uns die genaue Bezeichnung des Sensors sowie die Seriennummer Ihrer Maschine mit, damit wir die Verfügbarkeit prüfen können.",8,1.0,Ersatzteile & Technik
2023-09-02,Rechnung und Lieferstatus 2023-0082 bitte.,"Sehr geehrte Damen und Herren, wir bearbeiten Ihre Anfrage bezüglich Rechnung und Lieferstatus der Bestellung 2023-0082. Sie erhalten innerhalb von 24 Stunden eine E-Mail mit allen relevanten Informationen.",-1,0.0,Lieferung & Bestellung
2023-09-18,CNCF-500: Lizenzproblem. Software meldet ungültige Lizenz.,"Sehr geehrte Damen und Herren, bei Problemen mit der Lizenz der CNCF-500 überprüfen Sie bitte, ob die Lizenzdatei korrekt auf Ihrem System installiert ist.  Falls das Problem weiterhin besteht, senden Sie uns bitte die Lizenzdatei und die Seriennummer der Maschine zu.",1,0.7162710996946532,Software & IT
2023-10-05,Ich brauche dringend Ersatzteile!,"Sehr geehrte Damen und Herren, bitte nennen Sie uns die genaue Maschinenbezeichnung und die Artikelnummern der benötigten Ersatzteile.  Darüber hinaus ist die Seriennummer Ihrer Maschine wichtig, um die Kompatibilität sicherzustellen.",2,0.10541045003823626,Lieferung & Bestellung
2023-10-21,Wartungsplan für SCS-100 nicht gefunden.,"Sehr geehrte Damen und Herren, den Wartungsplan für die SCS-100 finden Sie im Downloadbereich unserer Website. Sie können diesen auch direkt unter folgendem Link aufrufen: [Link entfernt, wie in Regeln angegeben].  Bitte beachten Sie die spezifischen Intervalle für Ihre Anwendungsart.",13,1.0,Wartung & Service
2023-11-14,DM-500 zeigt Fehlercode E200. Was bedeutet das?,"Sehr geehrte Damen und Herren, der Fehlercode E200 an Ihrer DM-500 deutet auf ein Problem mit dem Drucksensor hin. Bitte überprüfen Sie die Anschlüsse und Leitungen des Sensors. Eine detaillierte Fehlerbeschreibung finden Sie im Handbuch.",8,0.3994142106337219,Ersatzteile & Technik
2023-01-15,"Hallo, ich habe am 02.01.2023 eine Maschine DM-500 bestellt. Bisher keine Versandbestätigung erhalten. Wo ist mein Gerät?","Sehr geehrte/r Kunde/in, vielen Dank für Ihre Anfrage. Bitte geben Sie uns Ihre Bestellnummer, damit wir den Status Ihrer Bestellung DM-500 prüfen können. Sobald wir diese haben, teilen wir Ihnen den aktuellen Stand umgehend mit.",10,1.0,Lieferung & Bestellung
2023-01-22,Ich benötige ein Ersatzteil für meine FSL-300. Und zwar den Sensor 42.156.03. Können Sie mir ein Angebot zukommen lassen?,"Sehr geehrte/r Kunde/in, vielen Dank für Ihre Anfrage. Wir erstellen Ihnen gerne ein Angebot für den Sensor 42.156.03 für Ihre FSL-300. Bitte teilen Sie uns die Seriennummer Ihrer Maschine mit, um sicherzustellen, dass das richtige Teil geliefert wird. Die Lieferzeit für Ersatzteile beträgt in der Regel 3-5 Werktage.",2,0.28808984617233246,Lieferung & Bestellung
2023-02-05,Die CNCF-500 zeigt eine Übertemperatur-Warnung. Was bedeutet das?,"Sehr geehrte/r Kunde/in, vielen Dank für Ihre Anfrage. Eine Übertemperatur-Warnung bei der CNCF-500 deutet auf eine mögliche Überlastung oder Kühlproblematik hin. Bitte überprüfen Sie die Kühlmittelstände und die Belüftung der Maschine. Im Handbuch im Downloadbereich finden Sie detaillierte Informationen zur Fehlerbehebung.",5,0.4226379365410315,Sonstiges
2023-02-18,"Software stürzt immer wieder ab, wenn ich eine DXF-Datei importiere. Version 4.2.3","Sehr geehrte/r Kunde/in, vielen Dank für Ihre Anfrage. Ein Absturz beim DXF-Import in Version 4.2.3 kann verschiedene Ursachen haben. Bitte versuchen Sie, die DXF-Datei zu vereinfachen oder eine ältere Version der Software zu testen. Falls das Problem weiterhin besteht, kontaktieren Sie uns erneut und schicken Sie uns die DXF-Datei zur Analyse.",7,1.0,Software & IT
2023-03-10,Wann ist die nächste Wartung für die SNU-200 fällig? Wir haben die Maschine im November gekauft.,"Sehr geehrte/r Kunde/in, vielen Dank für Ihre Anfrage. Der Wartungsplan für die SNU-200 ist im Handbuch beschrieben. Abhängig von der Nutzungshäufigkeit ist die erste Wartung in der Regel nach 6 Monaten oder 500 Betriebsstunden fällig. Bitte überprüfen Sie Ihren individuellen Bedarf.",9,1.0,Wartung & Service
2023-03-25,Die Maschine SCS-100 ist defekt. Innerhalb der Garantiezeit. Was tun?,"Sehr geehrte/r Kunde/in, vielen Dank für Ihre Anfrage. Bitte teilen Sie uns die Seriennummer der SCS-100 und eine genaue Beschreibung des Defekts mit. Wir prüfen dann, ob Ihr Fall unter die Garantiebedingungen fällt und leiten gegebenenfalls eine Reparatur ein.",14,1.0,Garantie & Reklamation
2023-04-02,Brauchen eine Schulung für die neue HP-150. Wer kann uns helfen?,"Sehr geehrte/r Kunde/in, vielen Dank für Ihre Anfrage. Wir bieten Schulungen für die HP-150 sowohl vor Ort als auch online an. Bitte kontaktieren Sie unsere Schulungsabteilung unter [E-Mail-Adresse] oder besuchen Sie unsere Webseite für weitere Informationen.",0,1.0,Schulung & Inbetriebnahme
2023-04-15,"Wo bleibt meine Bestellung? Bestellnummer 20230410-01, DM-500","Sehr geehrte/r Kunde/in, vielen Dank für Ihre Anfrage. Wir prüfen umgehend den Status Ihrer Bestellung mit der Nummer 20230410-01 (DM-500) und informieren Sie innerhalb von 24 Stunden.",6,1.0,Lieferung & Bestellung
2023-05-01,"Sensor defekt bei FSL-300, brauchen schnell Ersatz!","Sehr geehrte/r Kunde/in, vielen Dank für Ihre Anfrage. Bitte teilen Sie uns die genaue Artikelnummer des defekten Sensors und die Seriennummer Ihrer FSL-300 mit, damit wir die Bestellung schnellstmöglich bearbeiten können.",8,1.0,Ersatzteile & Technik
2023-05-15,Spindel der CNCF-500 macht komische Geräusche.,"Sehr geehrte/r Kunde/in, vielen Dank für Ihre Anfrage. Ungewöhnliche Geräusche der Spindel bei der CNCF-500 können auf ein Lagerspiel oder eine andere mechanische Ursache hinweisen. Bitte prüfen Sie die Spindellagerung und kontaktieren Sie uns bei Bedarf für einen Serviceeinsatz.",-1,0.0,Lieferung & Bestellung
2023-06-08,"Software stürzt ab, kann keine Dateien mehr öffnen.","Sehr geehrte/r Kunde/in, vielen Dank für Ihre Anfrage. Bitte teilen Sie uns die genaue Softwareversion und das Betriebssystem mit, auf dem die Software läuft. Versuchen Sie außerdem, die Software neu zu installieren.",1,1.0,Software & IT
2023-06-22,Wartungsintervalle SNU-200?,"Sehr geehrte/r Kunde/in, vielen Dank für Ihre Anfrage. Die Wartungsintervalle für die SNU-200 finden Sie detailliert im Wartungshandbuch. Als Richtwert gilt eine jährliche Wartung oder nach 1000 Betriebsstunden, je nachdem, was zuerst eintritt.",13,1.0,Wartung & Service
2023-07-03,Garantie auf DM-500? Maschine defekt.,"Sehr geehrte/r Kunde/in, vielen Dank für Ihre Anfrage. Bitte teilen Sie uns die Seriennummer Ihrer DM-500 und eine detaillierte Beschreibung des Defekts mit. Wir prüfen dann, ob Ihr Fall unter die Garantiebedingungen fällt.",3,0.1153217560875164,Garantie & Reklamation
2023-07-18,Inbetriebnahme SCS-100 – wer hilft?,"Sehr geehrte/r Kunde/in, vielen Dank für Ihre Anfrage. Wir bieten eine professionelle Inbetriebnahme der SCS-100 an. Bitte kontaktieren Sie unseren Service unter [Telefonnummer], um einen Termin zu vereinbaren.",0,0.366090985293914,Schulung & Inbetriebnahme
2023-08-12,Bestellung noch nicht angekommen. Wie lange dauert das noch? 20230805-02,"Sehr geehrte/r Kunde/in, vielen Dank für Ihre Anfrage. Wir prüfen den aktuellen Status Ihrer Bestellung mit der Nummer 20230805-02 und informieren Sie umgehend über den voraussichtlichen Liefertermin.",11,1.0,Lieferung & Bestellung
2023-08-29,Ersatzteil für Hydraulik FSL-300. Angebot?,"Sehr geehrte/r Kunde/in, vielen Dank für Ihre Anfrage. Bitte nennen Sie uns die genaue Bezeichnung des benötigten Hydraulikteils und die Seriennummer Ihrer FSL-300. Wir erstellen Ihnen dann ein individuelles Angebot.",4,0.8185622169036173,Ersatzteile & Technik
2023-09-05,Fehler Druck CNCF-500 – was tun?,"Sehr geehrte/r Kunde/in, vielen Dank für Ihre Anfrage. Ein Fehler im Drucksystem der CNCF-500 kann verschiedene Ursachen haben. Bitte überprüfen Sie die Druckschläuche und den Druckregler. Im Handbuch finden Sie eine detaillierte Fehlerbehebung.",8,0.16953757440797093,Ersatzteile & Technik
2023-09-20,Software-Update – wie funktioniert das?,"Sehr geehrte/r Kunde/in, vielen Dank für Ihre Anfrage. Informationen zum Software-Update finden Sie auf unserer Webseite im Downloadbereich. Bitte lesen Sie die Installationsanleitung sorgfältig durch.",1,1.0,Software & IT
2023-10-10,Wartungsplan HP-150 + benötigtes Werkzeug?,"Sehr geehrte/r Kunde/in, vielen Dank für Ihre Anfrage. Der Wartungsplan für die HP-150 und eine Liste der benötigten Spezialwerkzeuge finden Sie im Wartungshandbuch, das im Downloadbereich verfügbar ist.",13,1.0,Wartung & Service
2023-10-25,Lieferstatus Bestellung 20231020-01 + Rechnung bitte.,"Sehr geehrte/r Kunde/in, vielen Dank für Ihre Anfrage. Wir prüfen umgehend den Status Ihrer Bestellung mit der Nummer 20231020-01 und senden Ihnen die Rechnung separat zu.",-1,0.0,Lieferung & Bestellung
2023-01-15,"Hallo, ich habe am 01.01.2023 die DM-500 bestellt. Bisher keine Versandbestätigung erhalten. Wo bleibt meine Maschine?","Sehr geehrte Damen und Herren, vielen Dank für Ihre Anfrage. Bitte geben Sie uns Ihre Bestellnummer, damit wir den Status Ihrer Bestellung DM-500 prüfen können. Sobald wir diese haben, können wir Ihnen eine genaue Auskunft zum Versand geben.",10,1.0,Lieferung & Bestellung
2023-01-20,Ich brauche dringend ein Ersatzteil für die SCS-100. Die Spindel ist defekt. Was kostet das und wie lange dauert die Lieferung?,"Sehr geehrte Damen und Herren, vielen Dank für Ihre Anfrage. Um Ihnen ein Angebot für die Spindel der SCS-100 erstellen zu können, benötigen wir die genaue Artikelnummer des Ersatzteils und die Seriennummer Ihrer Maschine. Die Lieferzeit variiert je nach Verfügbarkeit.",2,0.5073698305683981,Lieferung & Bestellung
2023-02-05,Die CNCF-500 zeigt eine Übertemperaturwarnung an. Was bedeutet das?,"Sehr geehrte Damen und Herren, eine Übertemperaturwarnung bei der CNCF-500 deutet auf eine mögliche Überlastung oder Kühlproblematik hin. Bitte prüfen Sie die Kühlmittelstände und die Belüftung der Maschine. Details finden Sie im Handbuch.",5,0.4178313260862374,Sonstiges
2023-02-12,"Software stürzt immer wieder ab! FSL-300, Version 3.2","Sehr geehrte Damen und Herren, vielen Dank für Ihre Meldung. Ein Absturz der Software kann verschiedene Ursachen haben. Bitte stellen Sie sicher, dass Sie die aktuelle Version der Software verwenden und dass Ihr System die Mindestanforderungen erfüllt. Eventuell hilft ein Neustart des Systems.",1,1.0,Software & IT
2023-02-28,Wann ist die nächste Wartung für die SNU-200 fällig?,"Sehr geehrte Damen und Herren, die Wartungsintervalle für die SNU-200 sind im Wartungsplan dokumentiert, den Sie im Downloadbereich unserer Webseite finden. Die Häufigkeit hängt von der Nutzungsintensität ab.",9,1.0,Wartung & Service
