row_id,date,customer_request,agent_reply,intent_truth,intent,confidence
562,2024-10-15,Fehlermeldung Sensor bei Maschine. Keine Nummer parat. Hilfe!,"Guten Tag, wir helfen Ihnen gerne weiter. Damit wir das Problem identifizieren können, benötigen wir jedoch die Modellbezeichnung, die Seriennummer der Maschine sowie den exakten Wortlaut oder den Fehlercode der Meldung.",Technische Fehlermeldung,Technische Fehlermeldung,0.9
563,2024-10-16,"Sehr geehrte Damen und Herren, unsere DM-500 zeigt seit heute Morgen beim Anfahren eine Warnung bezüglich der Spindeltemperatur an. Können Sie uns hier weiterhelfen?","Guten Tag. Dass die Spindel eine Übertemperatur meldet, kann verschiedene Ursachen haben, etwa eine mangelnde Kühlmittelzufuhr oder eine mechanische Reibung. Bitte prüfen Sie zunächst den Füllstand des Kühlmittels und die Funktion der Kühlmittelpumpe. Um die Ursache genauer eingrenzen zu können, benötigen wir bitte die Seriennummer Ihrer Maschine sowie die genaue Fehlernummer aus dem Display.",Technische Fehlermeldung,Technische Fehlermeldung,0.95
564,2024-10-17,"Moin, wir brauchen Ersatzteil für HP-150. Welche Lieferzeit habt ihr aktuell?","Guten Tag. Damit wir Ihre Anfrage bearbeiten können, benötigen wir bitte die genaue Bezeichnung des Ersatzteils sowie die Seriennummer Ihrer HP-150. Ohne diese Angaben können wir keine Verfügbarkeit prüfen.",Ersatzteil-Anfrage,Ersatzteil-Anfrage,0.95
565,2024-10-17,SCS-100 Sensor defekt. Lieferzeit???,"Guten Tag. Um Ihnen die Lieferzeit für den Sensor Ihrer SCS-100 nennen zu können, benötigen wir bitte die Artikelnummer des defekten Bauteils oder die Seriennummer der Maschine. Vielen Dank für Ihre Mithilfe.",Ersatzteil-Anfrage,Ersatzteil-Anfrage,0.85
566,2024-10-17,"Moin, unser FSL-300 macht Probleme. Wir brauchen wohl ein Ersatzteil für die Spindel. Könnt ihr mal schauen, was das kostet und wie lange das dauert?","Moin, vielen Dank für Ihre Anfrage. Um Ihnen die Kosten und die Lieferzeit für die Spindelkomponente der FSL-300 nennen zu können, benötigen wir bitte die Seriennummer Ihrer Maschine sowie – falls vorhanden – die Teilenummer des defekten Bauteils. Wir prüfen die Verfügbarkeit dann sofort für Sie.",Ersatzteil-Anfrage,Ersatzteil-Anfrage,0.95
567,2024-10-17,Fehler bei FSL-300. Druck zu niedrig. Was tun?,"Guten Tag. Um Ihnen bei der Fehlermeldung 'Druck zu niedrig' an der FSL-300 helfen zu können, benötigen wir bitte die genaue Fehlernummer aus dem Display sowie Ihre Kundennummer oder Seriennummer. Prüfen Sie vorab bitte, ob die Hauptdruckleitung auf Leckagen untersucht wurde.",Technische Fehlermeldung,Technische Fehlermeldung,0.9
568,2024-10-17,"Moin, hab hier 'ne SCS-100 und die neue Software lässt sich nicht aktivieren. Key wird abgelehnt. Was soll ich machen?",Guten Tag. Bitte senden Sie uns die genaue Fehlermeldung sowie die Bestellnummer Ihrer Software zu. Eine Liste der häufigsten Fehlerquellen finden Sie zudem im Handbuch im Downloadbereich.,Lizenzaktivierung,Software-Problem,0.95
569,2024-10-18,"Problem bei Aktivierung. Keine Seriennummer zur Hand, aber es geht um die neue Software für SCS-100.","Guten Tag. Um Ihnen bei der SCS-100 weiterhelfen zu können, ist die Angabe der Seriennummer zwingend erforderlich, da die Lizenz direkt an die Hardware gekoppelt ist. Bitte lassen Sie uns diese sowie den verwendeten Aktivierungscode zukommen.",Lizenzaktivierung,Software-Problem,0.9
570,2024-10-19,Status SNU-200??,"Guten Tag. Damit ich Ihnen Auskunft zum Status der SNU-200 geben kann, benötige ich bitte Ihre Bestellnummer oder die Seriennummer der Maschine. Ohne diese Angaben kann ich keine Abfrage in unserem System vornehmen.",Lieferstatus,Lieferstatus,0.7
571,2024-10-19,"Support! Die CNCF-500 meldet ständig 'Druck zu niedrig' im Hydrauliksystem. Das nervt, wir müssen liefern!","Guten Tag. Wir verstehen die Dringlichkeit Ihrer Situation. Bitte kontrollieren Sie zuerst die Füllstände des Hydraulikflüssigkeit und suchen Sie nach sichtbaren Leckagen an den Leitungen. Bitte senden Sie uns zur weiteren Prüfung die Seriennummer der Maschine sowie den aktuellen Druckwert, der im System angezeigt wird.",Technische Fehlermeldung,Technische Fehlermeldung,1
572,2024-10-20,"Sehr geehrte Damen und Herren, wir haben die Software-Lizenz für unser SCS-100 Modell erhalten, jedoch wird beim Eingabevorgang der Code als 'ungültig' markiert. Wir benötigen dringend eine Lösung, da die Produktion stillsteht.","Guten Tag. Wir verstehen die Dringlichkeit aufgrund des Produktionsstillstands. Bitte senden Sie uns umgehend die Lizenznummer sowie die Seriennummer der SCS-100 zu. Wir werden eine Prioritätsprüfung veranlassen, um die Aktivierung so schnell wie möglich zu ermöglichen.",Lizenzaktivierung,Software-Problem,1
573,2024-10-20,"Guten Tag, wir benötigen für unsere Buchhaltung eine Bescheinigung über die gezahlten Beträge des letzten Kalenderjahres.","Sehr geehrte Damen und Herren, gerne erstellen wir Ihnen eine entsprechende Aufstellung. Bitte nennen Sie uns hierfür Ihre Kundennummer, damit wir den entsprechenden Zeitraum für Ihr Konto abrufen können.",Sonstiges,Sonstiges,1
574,2024-10-22,HP-150 meldet Spindel-Warnung. Keine Ahnung warum. Was soll ich machen?,"Guten Tag. Um Ihnen helfen zu können, benötigen wir nähere Informationen. Bitte nennen Sie uns die Seriennummer der HP-150 und beschreiben Sie den genauen Wortlaut der Warnmeldung im Display. Prüfen Sie vorab, ob die Spindel frei von Fremdkörpern läuft.",Technische Fehlermeldung,Technische Fehlermeldung,0.9
575,2024-10-23,Status Lieferung HP-150??,"Guten Tag. Um Ihnen Auskunft zum Status der HP-150 geben zu können, benötigen wir bitte Ihre Bestellnummer oder die dazugehörige Seriennummer der Maschine.",Lieferstatus,Lieferstatus,1
576,2024-10-23,"Guten Tag, wir haben vor kurzem die CNCF-500 bei Ihnen in Betrieb genommen. Könnten Sie uns bitte den detaillierten Wartungsplan für die ersten 24 Monate zukommen lassen?","Sehr geehrte Damen und Herren, vielen Dank für Ihre Nachricht. Gerne unterstützen wir Sie bei der Planung. Den vollständigen Wartungsplan inklusive der Intervalle finden Sie im Handbuch im Downloadbereich unseres Kundenportals. Sollten Sie spezifische Service-Pakete wünschen, lassen Sie es uns wissen.",Wartung,Wartung,0.9
577,2024-10-24,"Sehr geehrte Damen und Herren, wir haben versucht, die neue Software auf unserer DM-500 zu aktivieren, aber das System akzeptiert den Key einfach nicht. Können Sie uns hier weiterhelfen?","Guten Tag. Dass die Aktivierung Ihres Lizenzschlüssels fehlschlägt, bedauern wir. Um die Ursache einzugrenzen, benötigen wir bitte die genaue Fehlermeldung, die beim Versuch angezeigt wird, sowie die Seriennummer Ihrer DM-500. Sobald uns diese Informationen vorliegen, prüfen wir den Status Ihres Keys umgehend.",Lizenzaktivierung,Software-Problem,1
578,2024-10-24,"Hallo, wir wollen unsere Kontaktdaten für den Newsletter ändern. Nur noch E-Mail, kein Post mehr.","Guten Tag, das stellen wir gerne für Sie um. Bitte nennen Sie uns die E-Mail-Adresse, mit der Sie bei uns registriert sind, damit wir Ihre Kommunikationspräferenzen in unserem System anpassen können.",Sonstiges,Sonstiges,1
579,2024-10-24,"Wir brauchen ne neue Rechnungsadresse für die Bestellung 44920. Bitte an: Buchhaltung, Am Bach 5, 50667 Köln.",Vielen Dank für Ihre Nachricht. Wir haben die neue Rechnungsadresse für die Bestellung 44920 notiert. Die Anpassung wird in unserem System für den aktuellen Vorgang vorgenommen. Eine Bestätigung erhalten Sie nach Abschluss der Bearbeitung.,Sonstiges,Sonstiges,1
580,2024-10-25,Wo bleibt die CNCF-500? Haben seit Tagen nix gehört zu Versand.,"Guten Tag. Damit ich die Sendung Ihrer CNCF-500 lokalisieren kann, senden Sie uns bitte kurz Ihre Bestellnummer oder die Rechnungsnummer zu. Vielen Dank.",Lieferstatus,Lieferstatus,1
581,2024-10-25,"Sehr geehrte Damen und Herren, wir benötigen für unsere CNCF-500 dringend ein neues Spindellager. Könnten Sie uns hierfür bitte ein unverbindliches Angebot zukommen lassen? Die Seriennummer der Maschine lautet ENDI-99283-X.","Guten Tag. Gerne erstellen wir Ihnen ein Angebot für das benötigte Spindellager Ihrer CNCF-500. Um die exakte Spezifikation des Lagers zu bestimmen, benötigen wir bitte noch die genaue Typenbezeichnung oder die Artikelnummer des Ersatzteils aus Ihrer Stückliste. Sobald uns diese vorliegt, senden wir Ihnen das Angebot umgehend zu.",Ersatzteil-Anfrage,Ersatzteil-Anfrage,1
582,2024-10-26,Wir warten auf die HP-150. Keine Info zum Versand. Bitte prüfen!,"Guten Tag. Wir nehmen Ihr Anliegen auf. Damit wir die HP-150 in unserem System finden, senden Sie uns bitte die dazugehörige Bestellnummer oder die Seriennummer der Maschine zu.",Lieferstatus,Lieferstatus,1
583,2024-10-26,"Können Sie mir sagen, ob der Filter für die FSL-300 aktuell lieferbar ist? Wir haben keinen Ersatz mehr auf Lager.","Guten Tag, gerne prüfen wir die Verfügbarkeit des Filters für die FSL-300 für Sie. Bitte nennen Sie uns hierfür die genaue Artikelnummer des Filters oder die Seriennummer Ihrer Maschine, damit wir das exakte Modell zuordnen können.",Ersatzteil-Anfrage,Ersatzteil-Anfrage,1
584,2024-10-26,"Guten Tag, wir benötigen für unsere FSL-300 dringend einen neuen Antriebsriemen. Könnten Sie uns hierzu bitte ein Angebot zukommen lassen?","Guten Tag, vielen Dank für Ihre Anfrage. Gerne erstellen wir Ihnen ein Angebot für den passenden Antriebsriemen. Damit wir das exakte Bauteil identifizieren können, benötigen wir bitte die Seriennummer Ihrer FSL-300. Sobald uns diese vorliegt, senden wir Ihnen die Kalkulation umgehend zu.",Ersatzteil-Anfrage,Ersatzteil-Anfrage,1
585,2024-10-26,Systemabsturz bei DM-500. DXF-Dateien werden nicht erkannt oder die Software geht einfach zu. Bitte um schnelle Antwort.,"Hallo, um die Ursache zu finden, führen Sie bitte einen Test mit einer Standard-DXF-Datei durch. Bitte senden Sie uns für die weitere Analyse die Seriennummer der DM-500, die Softwareversion und die genaue Fehlermeldung zu, falls vorhanden.",Software-Problem,Software-Problem,0.95
586,2024-10-28,"Wir haben die FSL-300 bestellt, aber keine Mail wegen Versand bekommen. Ist das Teil schon unterwegs?","Guten Tag, vielen Dank für Ihre Anfrage. Damit wir den Versandstatus Ihrer FSL-300 prüfen können, benötigen wir bitte Ihre Bestellnummer oder die Kundennummer. Sobald uns diese vorliegt, geben wir Ihnen sofort Bescheid.",Lieferstatus,Lieferstatus,1
587,2024-10-28,"Moin, bei der CNCF-500 spinnt das Kühlmittel-Ventil. Brauche Ersatzteil Nr. 77-V. Könnt ihr das schicken?","Guten Tag, wir unterstützen Sie gerne beim Austausch des Kühlmittel-Ventils. Wir prüfen die Verfügbarkeit der Artikelnummer 77-V für die CNCF-500 und senden Ihnen umgehend ein Angebot inklusive der voraussichtlichen Lieferzeit zu.",Ersatzteil-Anfrage,Ersatzteil-Anfrage,1
588,2024-10-28,Key-Eingabe bei FSL-300 schlägt fehl. Hab alles richtig gemacht aber geht nicht.,"Guten Tag. Es tut uns leid, dass die Aktivierung der FSL-300 trotz korrekter Eingabe fehlschlägt. Bitte überprüfen Sie, ob Sie die Softwareversion verwenden, die exakt zu Ihrem Lizenztyp passt. Für eine tiefergehende Prüfung benötigen wir zudem Ihre Bestellnummer und die genaue Softwareversion (zu finden im Info-Menü der Steuerung).",Lizenzaktivierung,Software-Problem,0.9
589,2024-11-01,"Sehr geehrte Damen und Herren, an unserer CNCF-500 ist die Hydraulikdichtung defekt. Bitte teilen Sie uns mit, ob das Teil 44-X9 vorrätig ist und wann wir mit einer Lieferung rechnen können.","Sehr geehrte Damen und Herren, vielen Dank für Ihre Anfrage. Wir prüfen umgehend den Lagerbestand der Hydraulikdichtung (Art.-Nr. 44-X9) für Ihre CNCF-500. Wir informieren Sie schnellstmöglich über die Verfügbarkeit sowie die voraussichtliche Lieferzeit.",Ersatzteil-Anfrage,Ersatzteil-Anfrage,1
590,2024-11-01,Lieferzeit für Druckventil Typ ENDI-V-22 bei der DM-500? Ist wichtig!,"Guten Tag, vielen Dank für Ihre Anfrage. Wir prüfen die aktuelle Lieferzeit für das Druckventil ENDI-V-22 für die DM-500 sofort. Bitte geben Sie uns zur Sicherheit noch die Seriennummer Ihrer Maschine an, um sicherzugehen, dass die Ventilversion exakt zur Konfiguration passt.",Ersatzteil-Anfrage,Lieferstatus,0.9
591,2024-11-02,Wann kommt die SCS-100 an? Keine Mail erhalten.,"Guten Tag. Damit wir den Liefertermin Ihrer SCS-100 ermitteln können, benötigen wir bitte Ihre Bestellnummer oder die Rechnungsnummer. Wir werden den Status dann umgehend prüfen.",Lieferstatus,Lieferstatus,1
592,2024-11-02,Maschine HP-150 hat Problem. Druck zu hoch. Bitte schnell melden.,"Guten Tag. Um das Problem mit dem zu hohen Druck an der HP-150 eingrenzen zu können, benötigen wir bitte die Seriennummer der Maschine und die genaue Druckanzeige in Bar. Prüfen Sie bitte vorab, ob die Sicherheitsventile frei zugänglich sind.",Technische Fehlermeldung,Technische Fehlermeldung,0.9
593,2024-11-02,Brauche Spezialwerkzeug für Wartung SNU-200. Was muss ich bestellen? Art-Nr fehlt im Handbuch.,"Hallo. Um Ihnen die korrekten Artikelnummern für das benötigte Spezialwerkzeug der SNU-200 nennen zu können, benötigen wir die genaue Seriennummer Ihres Geräts. Sobald uns diese vorliegt, erstellen wir Ihnen eine Liste der passenden Werkzeuge.",Wartung,Ersatzteil-Anfrage,0.9
594,2024-11-02,Reklamation SNU-200. Sensorfehler bei Betrieb. Bestellnummer 556677.,"Guten Tag. Für die Bearbeitung Ihrer Reklamation zur SNU-200 benötigen wir bitte noch die Seriennummer der Maschine sowie eine detaillierte Angabe, unter welchen Betriebsbedingungen der Sensorfehler auftritt. Wir werden den Vorgang nach Erhalt der Daten prüfen.",Garantie-Reklamation,Garantie-Reklamation,0.95
595,2024-11-02,Fehler bei Aktivierung. Software Version 2.1. Maschine SCS-100. Code: AX-99283-Z.,"Guten Tag. Vielen Dank für die Bereitstellung der Daten. Wir haben die Eingabe des Codes AX-99283-Z für die SCS-100 geprüft. Bitte stellen Sie sicher, dass keine Leerzeichen vor oder nach dem Code eingegeben wurden. Sollte der Fehler weiterhin bestehen, senden Sie uns bitte einen Screenshot der Fehlermeldung zu.",Lizenzaktivierung,Software-Problem,0.95
596,2024-11-03,Lieferverzug bei SNU-200. Bitte um Rückmeldung!,"Guten Tag. Um die Verzögerung Ihrer SNU-200 untersuchen zu können, benötige ich bitte Ihre Bestellnummer oder die Artikelnummer. Sobald mir diese vorliegt, kläre ich den aktuellen Lieferstatus mit der Logistikabteilung.",Lieferstatus,Lieferstatus,1
597,2024-11-03,SCS-100 Ersatzteil anfragen. Artikel 445. Ist das lieferbar?,"Guten Tag, wir prüfen gerne die Verfügbarkeit des Artikels 445 für die SCS-100. Bitte senden Sie uns zur eindeutigen Identifizierung noch die Seriennummer Ihres Gerätes zu.",Ersatzteil-Anfrage,Ersatzteil-Anfrage,1
598,2024-11-03,"Anfrage Ersatzteil: FSL-300, Schaltelement, SN: 554433. Preis und Lieferzeit?","Guten Tag, vielen Dank für Ihre Anfrage. Wir haben die Seriennummer 554433 für die FSL-300 aufgenommen. Wir prüfen die Verfügbarkeit des Schaltelements und senden Ihnen umgehend ein Angebot mit der voraussichtlichen Lieferzeit zu.",Ersatzteil-Anfrage,Ersatzteil-Anfrage,1
599,2024-11-03,"Sehr geehrte Damen und Herren, bei der Inbetriebnahme der HP-150 tritt ein Problem mit der Software-Lizenz auf. Die Aktivierung verweigert den Dienst. Bitte um Unterstützung.","Sehr geehrte Damen und Herren, für eine detaillierte Analyse benötigen wir bitte die Seriennummer Ihrer HP-150 sowie den verwendeten Aktivierungscode. Bitte teilen Sie uns auch mit, ob eine Fehlermeldung erscheint.",Lizenzaktivierung,Software-Problem,1
600,2024-11-03,"Sehr geehrte Damen und Herren, wir müssen Ihnen mitteilen, dass sich unsere Firmenanschrift geändert hat. Bitte passen Sie unsere Stammdaten für zukünftige Lieferungen der DM-500 Serie an. Neue Adresse: Industriestraße 12, 80331 München.","Vielen Dank für Ihre Nachricht. Wir haben die Adressänderung in unserem System vorgemerkt. Damit wir die Stammdaten verbindlich für alle Ihre laufenden Aufträge und die Maschinenverwaltung aktualisieren können, bitten wir Sie, uns kurz Ihre Kundennummer oder eine aktuelle Rechnungsnummer mitzuteilen.",Sonstiges,Sonstiges,1
601,2024-11-04,Wir müssen die SCS-100 warten und brauchen dafür das Spezialwerkzeug für den Sensor-Check. Haben Sie das auf Lager oder müssen wir das vorbestellen?,"Guten Tag, die Verfügbarkeit des Sensor-Check-Werkzeugs hängt von der spezifischen Bauart Ihrer SCS-100 ab. Bitte nennen Sie uns die Seriennummer Ihrer Maschine, damit wir prüfen können, welches Werkzeug exakt benötigt wird und ob wir dieses aktuell vorrätig haben oder eine Vorlaufzeit besteht.",Wartung,Ersatzteil-Anfrage,0.85
602,2024-11-04,"Adressänderung für Rechnungen! Neue Anschrift: Industriezentrum Süd, Gebäude 4, 80331 München.","Hallo. Damit wir die Rechnungsadresse korrekt hinterlegen können, benötigen wir bitte noch Ihre Kundennummer oder eine Referenz zu einer Ihrer letzten Bestellungen (z.B. Art.-Nr. 99-203).",Sonstiges,Sonstiges,1
603,2024-11-05,Fehler bei Spindel! Maschine steht still. Was tun?,"Guten Tag. Um Ihnen helfen zu können, benötigen wir Informationen zu Ihrem Gerät. Bitte nennen Sie uns das Modell und die Seriennummer sowie die exakte Fehlermeldung, die am Bedienfeld ausgegeben wird. Wir prüfen dann umgehend die nächsten Schritte für Sie.",Technische Fehlermeldung,Technische Fehlermeldung,0.95
604,2024-11-05,"Guten Tag, bei der Installation der Software auf der CNCF-500 tritt ein Problem mit dem Lizenzschlüssel auf. Er scheint nicht mit der Hardware verknüpft zu werden.","Guten Tag. Vielen Dank für Ihre Nachricht. Um dieses Problem einzugrenzen, benötigen wir die Seriennummer der CNCF-500 und die genaue Version der installierten Software. Bitte prüfen Sie parallel, ob eine aktive Internetverbindung für die Validierung besteht.",Lizenzaktivierung,Software-Problem,0.95
605,2024-11-05,Wir haben Probleme mit der Lizenzierung der neuen Software-Suite auf unseren FSL-300 Anlagen. Der Key wird bei der Eingabe nicht erkannt. Können Sie das prüfen? Bestell-Nr: 998822.,"Guten Tag. Vielen Dank für die Angabe der Bestellnummer. Um den Vorgang abschließen zu können, benötigen wir zusätzlich noch die Seriennummer der betroffenen FSL-300 sowie den exakten Lizenzschlüssel, den Sie zu verwenden versuchen.",Lizenzaktivierung,Software-Problem,1
606,2024-11-07,Fehler Spindel DM-500. Sensor spinnt wohl. Hilfe benötigt.,"Guten Tag. Damit wir den Sensorfehler an Ihrer DM-500 eingrenzen können, benötigen wir die exakte Fehlermeldung, die auf dem Display erscheint, sowie die Seriennummer Ihrer Maschine. Bitte prüfen Sie vorab die Steckverbindungen des Sensors auf festen Sitz.",Technische Fehlermeldung,Technische Fehlermeldung,0.9
607,2024-11-07,Software crash bei DXF import auf SCS-100. Bitte um Rückruf unter der im Auftrag hinterlegten Nummer.,"Guten Tag. Gerne unterstützen wir Sie bei der Behebung des Absturzes auf Ihrer SCS-100. Da wir für eine erste Ferndiagnose technische Daten benötigen, bitten wir Sie, uns vorab die Seriennummer der Maschine und die Softwareversion per E-Mail zuzusenden. Ein Techniker wird sich nach Erhalt dieser Daten mit Ihnen in Verbindung setzen.",Software-Problem,Software-Problem,1
608,2024-11-07,DXF Import Fehler DM-500. Version 2.1. Bitte um Lösung.,"Guten Tag. Vielen Dank für die Angaben. Bitte senden Sie uns die betroffene DXF-Datei sowie einen Screenshot der Fehlermeldung zu. Wir prüfen dann, ob ein Update für Ihre DM-500 vorliegt, das diesen Fehler behebt.",Software-Problem,Software-Problem,0.9
609,2024-11-07,Lizenz geht nicht!! Code wird nicht akzeptiert bei DM-500. Was ist da los?,"Guten Tag. Es tut uns leid, dass Sie Probleme bei der Aktivierung Ihrer DM-500 Software haben. Um Ihnen gezielt weiterhelfen zu können, benötigen wir die Seriennummer Ihrer Maschine sowie die Artikelnummer des erworbenen Lizenzpakets. Sobald uns diese Informationen vorliegen, werden wir die Gültigkeit des Codes umgehend prüfen.",Lizenzaktivierung,Software-Problem,1
610,2024-11-07,"Guten Tag, ich schreibe Ihnen bezüglich einer Anfrage für ein Praktikum in Ihrer Fertigungsabteilung. Bieten Sie im kommenden Sommer Plätze für Maschinenbaustudierende an?",Guten Tag. Vielen Dank für Ihr Interesse an unserem Unternehmen. Bitte richten Sie Ihre Bewerbungsunterlagen direkt an unsere Personalabteilung. Informationen zu unseren Karrieremöglichkeiten finden Sie zudem in unserem Karriereportal im Downloadbereich unserer Webseite.,Sonstiges,Sonstiges,1
611,2024-11-08,Haben Sie Probleme mit den neuen Keys? Bei uns geht die Aktivierung der SNU-200 nicht durch. Erscheint 'Error 403'.,"Guten Tag. Vielen Dank für den Hinweis auf die Fehlermeldung 'Error 403' bei Ihrer SNU-200. Dieser Fehler deutet oft auf eine Blockierung durch die Firewall oder fehlende Berechtigungen hin. Bitte prüfen Sie die Netzwerkeinstellungen Ihres Steuerungsrechners. Sollte dies nicht helfen, benötigen wir Ihre Lizenznummer zur weiteren Analyse.",Lizenzaktivierung,Software-Problem,0.9
612,2024-11-09,"Wir haben Probleme mit der SNU-200 Software. Nach der Installation der Version 4.2 stürzt das System bei jedem Versuch ab, eine DXF-Datei zu laden. Was ist da los?","Guten Tag. Vielen Dank für die Information zur Version 4.2. Bitte führen Sie einen Neustart der Hardware durch und prüfen Sie, ob die DXF-Datei eventuell geschützte Layer enthält. Falls das Problem bestehen bleibt, senden Sie uns bitte die Seriennummer der SNU-200 zur weiteren Diagnose.",Software-Problem,Software-Problem,1
613,2024-11-10,"Moin, wo steckt die SNU-200? Versandbestätigung fehlt komplett. Danke.","Guten Tag. Bitte entschuldigen Sie, dass Sie bisher keine Bestätigung erhalten haben. Ich habe den Vorgang geprüft: Die SNU-200 ist für den Versand am morgigen Vormittag vorgemerkt. Die Bestätigung wird automatisch generiert, sobald das Versandlabel erstellt wurde.",Lieferstatus,Lieferstatus,1
614,2024-11-10,"Guten Tag, wir benötigen eine Einweisung für unsere neuen Mitarbeiter an der HP-150. Können Sie uns hierzu Unterlagen oder Termine schicken? Art-Nr 4452.","Sehr geehrte Damen und Herren, gerne unterstützen wir bei der Einarbeitung Ihrer neuen Mitarbeiter. Neben persönlichen Terminen können wir Ihnen auch technische Dokumentationen im Downloadbereich empfehlen. Für eine individuelle Schulung vor Ort bitten wir um die Angabe der Seriennummer der HP-150.",Schulung,Schulung,1
615,2024-11-11,"Sehr geehrte Damen und Herren, bezüglich unserer Bestellung der SCS-100 vom letzten Monat müssen wir feststellen, dass der Liefertermin bereits überschritten ist. Bitte um Rückmeldung zum Verzug.","Guten Tag. Wir bedauern die Verzögerung bei der Lieferung der SCS-100 sehr. Ich werde den aktuellen Logistikstatus prüfen und klären, warum es zu der Überschreitung der Lieferfrist gekommen ist. Bitte nennen Sie mir hierfür Ihre Bestellnummer, damit ich den Vorgang sofort aufrufen kann.",Lieferstatus,Lieferstatus,1
616,2024-11-11,"Sehr geehrte Support-Abteilung, bei der Inbetriebnahme unserer neuen DM-500 tritt ein kritischer Druckfehler auf. Der Druck steigt viel zu schnell an. Bitte um zeitnahe Rückmeldung.","Guten Tag. Bitte führen Sie einen Not-Halt durch, falls der Druck sich nicht stabilisieren lässt. Kontrollieren Sie, ob das Druckbegrenzungsventil frei beweglich ist. Damit wir den Vorgang technisch prüfen können, senden Sie uns bitte die Seriennummer der Maschine und die genaue Fehlernummer zu.",Technische Fehlermeldung,Technische Fehlermeldung,0.95
617,2024-11-11,Die neue HP-150 steht hier rum und keiner weiß wie das Ding richtig läuft. Schickt mal jemanden zum Erklären. Best.Nr 44920.,"Guten Tag. Wir verstehen, dass eine zügige Einarbeitung in die HP-150 wichtig für Ihren Produktionsablauf ist. Um den passenden Techniker für eine Einweisung zu entsenden, benötigen wir bitte noch die Seriennummer der Maschine. Bitte prüfen Sie zudem, ob die grundlegende Installation bereits abgeschlossen ist, damit wir den Schulungstermin effizient planen können.",Schulung,Schulung,1
618,2024-11-11,"Sehr geehrte Damen und Herren, wir haben gestern versucht, die neue Software auf unserer DM-500 zu aktivieren. Leider wird der Key als ungültig abgelehnt. Bitte um schnelle Unterstützung.","Guten Tag. Es tut mir leid, dass Sie Schwierigkeiten bei der Aktivierung der DM-500 haben. Damit wir den Key prüfen können, benötigen wir bitte die genaue Seriennummer der Maschine sowie den verwendeten Aktivierungscode. Bitte prüfen Sie zudem, ob die Softwareversion aktuell ist.",Lizenzaktivierung,Software-Problem,0.95
619,2024-11-12,Status DM-500 / Art: 100293? Keine Info erhalten.,"Guten Tag. Vielen Dank für die Artikelnummer. Damit ich die korrekte Sendung zuordnen kann, benötige ich bitte zusätzlich Ihre Bestellnummer oder den Namen Ihres Unternehmens. Sobald mir diese Informationen vorliegen, prüfe ich den Versandstatus der DM-500 für Sie.",Lieferstatus,Lieferstatus,0.8
620,2024-11-12,Haben Sie ein Problem mit der SCS-100. Sensor zeigt Fehler. Keine Seriennummer zur Hand gerade.,"Guten Tag. Um die Ursache für den Sensorfehler bei Ihrer SCS-100 eingrenzen zu können, benötigen wir zwingend die Seriennummer der Maschine sowie den exakten Wortlaut der Fehlermeldung. Sobald uns diese Daten vorliegen, können wir prüfen, ob ein Sensor defekt ist oder ein Kalibrierungsproblem vorliegt.",Technische Fehlermeldung,Technische Fehlermeldung,0.9
621,2024-11-14,"Ersatzteil gesucht: SCS-100, Steuerungskabel, Art-Nr: 44012. Ist das auf Lager?",Guten Tag. Wir prüfen umgehend die Lagerverfügbarkeit des Steuerungskabels (Art.-Nr. 44012) für Ihr Modell SCS-100. Wir informieren Sie schnellstmöglich über den aktuellen Bestand und die Lieferfähigkeit.,Ersatzteil-Anfrage,Ersatzteil-Anfrage,1
622,2024-11-14,Wartungsplan DM-500. Bitte um Zusendung der Intervalle.,"Guten Tag, gerne senden wir Ihnen die Intervalle zu. Bitte teilen Sie uns hierfür die Seriennummer Ihrer DM-500 mit, da es je nach Baujahr unterschiedliche Wartungszyklen geben kann.",Wartung,Wartung,1
623,2024-11-15,Wir arbeiten mit dem CNCF-500 und seit dem letzten Update lassen sich keine DXF-Dateien mehr einlesen. Das bringt unsere Produktion massiv ins Stocken! Wir brauchen sofort eine Lösung!,"Guten Tag, wir verstehen die Dringlichkeit Ihrer Situation. Bitte prüfen Sie kurz, ob der Fehler bei allen DXF-Dateien oder nur bei bestimmten Layern auftritt. Damit wir den Support-Fall priorisieren können, senden Sie uns bitte Ihre Bestellnummer und das Logfile des Systemabsturzes zu.",Software-Problem,Software-Problem,0.95
624,2024-11-15,"Wir haben die Umstellung auf das neue Lizenzmodell vollzogen, aber bei der HP-150 funktioniert der Key einfach nicht. Das blockiert unsere Produktion. Wir brauchen sofort eine Lösung!",Guten Tag. Wir verstehen die Dringlichkeit aufgrund des Produktionsstopps. Bitte lassen Sie uns umgehend die Seriennummer der HP-150 sowie die Artikelnummer der Lizenz zukommen. Wir werden den Vorgang dann mit höchster Priorität prüfen.,Lizenzaktivierung,Software-Problem,0.95
625,2024-11-16,Druck zu hoch an HP-150. Maschine blockiert. Bestellnr 8829-X.,"Guten Tag. Bei einer Überdruckmeldung an der HP-150 sollte die Maschine zur Sicherheit nicht weiter betrieben werden. Bitte prüfen Sie das Druckentlastungsventil auf Funktionsfähigkeit. Um den Vorgang in unserem System zu prüfen, senden Sie uns bitte zusätzlich zur Bestellnummer auch die Seriennummer der Maschine zu.",Technische Fehlermeldung,Technische Fehlermeldung,0.9
